link,page,post,shares,title
https://nycdatascience.com/blog/student-works/predicting-house-prices-using-machine-learning-2/,9,"Our machine learning project was a Kaggle competition for predicting home prices in Ames Iowa. The dataset had 1460 observations each with 79 features for homes sold in Ames between 2006 and 2010. We had to predict sales prices for the test dataset of 1459 houses in Ames which were also sold between 2006 and 2010.While achieving a high level of prediction accuracy was important to place well in the Kaggle rankings our team decided to also prioritize the interpretability of our results. As such instead of focusing on complex machine learning models that might result in the best fit we framed the problem statement as what models would give us both high prediction accuracy and also highlight the key factors home buyers consider when deciding on how much to pay for a home. We believe that framing the problem in such a way makes our models more generalizable and as such we could use them to derive insights in other instances with a similar context.Our team collaborated on the data exploration and data preparation stages of the project from which point we branched off and individually explored an arsenal of machine learning models best suited to meet our project goals. As a result every team member got handson experience developing machine learning models and we also had at our disposal a selection of models to choose from each with a different degree of accuracy and interpretability. Our chosen model was an ensemble of a Gradient Boosted (55%) and a Lasso model (45%) which resulted in a RMSE (root mean squared error) of 12.14% on the test data set and placed us in the top 20% of the Kaggle leaderboard (at the time of the submission).Our blog post is divided into four main parts: Exploratory Data Analysis & Feature Engineering Model Creation & Deployment Conclusions & Future Work and Relevant Links.The data contained significant missing data though most of it was intentional and simple to address. Several instances however posed trickier challenges. Aiming for greater accuracy we noticed a numeric column LotFrontage (denoting the footage of the lot that touched the road rather than another property) varied greatly depending on the shape of the house and the configuration of the house (located in a culdesac? Or perhaps at the intersection of two roads therefore having two sides face the street?). We took the median LotFrontage values for each shape and configuration combination and imputed the missing values accordingly.Regarding engineering we took a very proactive manual approach. We built heat maps to compare categorical data. We broke house sale prices into deciles and compared how many instances of each category fell into which deciles to attempt to determine trends. Consider the following example: as you can see below houses with no veneer are more likely to fall in the lower deciles for house prices while houses having stone or brick veneers are more likely to fall into higher deciles. Based on this we created a dummy variable asking if a house had no veneer and another asking if a house had stone or brick veneer. Because this is not a guarantee but simply a trend we determined it was safe to use and posed a comparably insignificant risk of data leakage.As a starting point we built a multiple linear regression model because of its interpretability power. This model will also be used to compare to other models' performance. Analysing the residuals plot of the MLR model we see that outliers were present in the dataset. According to the plot below we removed two outliers that had leverage and were influencing the model's result.After the MLR we implemented different regression models to reach better results. We tried Random Forest XGBoost Ridge ElasticNET however none beat the results given by the Lasso and Gradient Boosting Model. All models were trained considering the original dummified dataset the engineered dataset and a dataset with high power variables for some continuous features. For the Lasso model we had to standardize all variables eliminating the influence of the absolute value of a variable over the model. For tuning the hyperparameters we used the gridsearch with kfold crossvalidation method. The result for both models are summarized below:Since the two best models do feature selection we can look at the most important variables for each one. There is an overlap of variables that are key to both models even though the dataset used was different. We observe that the living area lot area year built overall condition and quality have a great influence on the models' results. Considering that some features are just used in one of the models we realized that ensembling both we could get a better performance. For that we used a weighted average to get our final result. The chosen weights were 55% for the GBM output and 45% for the Lasso.As a conclusion the topics are:  About  a manual Feature Engineering is good to have a better understanding of the dataset but the ""original features"" can provide valid information as well. For the next step exploring the original features and features created all together and let the model give the  can bring a new result in terms of reducing the error.The was strongly this involves starting on the most basic aspects of the problem such as reading features definitions followed by feature engineering and then train model/ evaluate error. The error evaluation often gave us ideas to modify our feature engineering even to revisit our understanding of the original features. So we were able to train the model again and have a new error evaluation this process became the dynamic to find a better model.To explore the categorical features we had the idea to create clusters using unsupervised techniques to do so our first try was using Kmeans. But there is a specific algorithm to create clusters using categorical features called  Kmodes. The Kmodes gave us clusters but they didn't perform well in feature selection.The Next Steps would involve ""hybrid approach"" to combine engineered features and original features stacking to combine 45 best performing models Bayesian optimization for tuning hyperparameters (mostly in  treebased models) and Investigate if external data sources can help increase explanatory power of the models (Eg: Interest rates employment data income etc.).As for next steps we can first try to feed the models all variables we have created as well as the original ones. This way we would let the model would select the features that are important for reducing the error. We could also try a different ensembling technique like stacking to see if the results would be improved. Since treebased models have many hyperparameters we could have to use Bayesian optimization instead of gridsearch to get a better tuning result.",NA,Predicting House Prices Using Machine Learning
https://nycdatascience.com/blog/student-works/visualizing-nycdoe-public-schools-demographics/,9,"Education policy leaders in New York City have finally noticed the misrepresentation of its talented and underserved students in the reputable specialized high schools.  Results in the highstakes assessment Specialized High School Admissions Test (SHSAT) are at the heart of receiving entrance into eight of the nine specialized high schools. In an effort to diversify these schools organizations have begun to stepin and offer services to students that deserve to be represented. is one such nonforprofit organization thatPresented as a competition on  PASSNYC seeks to improve their methodologies in identifying schools and students who would gain the most from their services.This  serves as an initial exploration into the many proxies that may help identify schools/populations that might benefit from services intended to boost SHSAT registration numbers.In the dataset provided by PASSNYC there were over onehundred columns that described each of the schools (ranging from grades 0K8) in proxies such as Percent Asian Percent White Percent Hispanic Average ELA Rating and Average Math Rating.  As many of these features paint a picture for the differences across NYC schools the App allows the user to not only see where these schools are located but to also choose aesthetics that may aid in spotting significant observations.In this view we get a very clear understanding of the distribution of economic need and school income estimates throughout New York City schools i.e. the larger circles have a high school income estimate darkergreen circles have a very low economic need index etc. To get a better understanding of race distributions we can change either the ""sizeby"" or ""colorby"" to a particular race.Here we can see that alarmingly high amount of schools have high economic need with a high percentage of hispanics.On the next tab I chose to investigate possible correlations between some features with the aid of a a correlation matrix.  Any intuitions can be further investigated by clicking a square on the matrix to view a scatterplot who axes are the variables in question.In this view the user has selected to visualize schools' Percent Black/Hispanic and average ELA proficiency.  With a correlation of 0.75 we can clearly see a cluster of schools with high percentages of Black/Hispanic population with extremely low average ELA proficiencies. * Note a 3 on the NYS ELA exam correlated to a student being at grade level while a 2 signifies under grade level expectations.Lastly I had another data set consisting of schools' reported SHSAT registration numbers and how many actually took the test.  The differences between number registered and number taken are shocking.  It stands to be further investigated as to why there is such a low turnout for test takers.  One school that stands out is Columbia Secondary School who saw 71% of registrants take the test.The insights seen are clearly ones that deserve attention.  Talented students in schools often go unnoticed and therefore miss their opportunity to shine.  Moving forward I expect that further insights and recommendations via machine learning algorithms can be added to this analysis.",NA,NYCDOE Public Schools' Demographics
https://nycdatascience.com/blog/student-works/capstone/local-used-items-analysis-with-python-and-tableau/,10,I wanted to answer what locations in my area had the most used items what the central tendencies of the item prices were by location and what the number of free items by location was. I also wanted to extract a price and summary of the description of each item as well as classify each item category using NLP.I used Scrapy to extract out the item information and this proved to be the easiest scrape of all three sites. is JavaScript heavy but a simple scraper that extracted out the JSON responses was all it took to get what I needed. is a robust JavaScript heavy website. Unfortunately I was unable to isolate the JSON requests from Facebook Marketplace to extract the data I needed.After some research and advice I determined the simplest approach was to use Selenium. The benefit of using Selenium is you can code any interaction that a user performs on a website. The downside is it scrapes much slower than Scrapy does.I imported the JSON objects into Pandas dataframes and the majority of time I spent of the project was cleaning the data.  The same primary categories were scraped but each site had its idiosyncrasies. A good deal of time and effort was necessary to clean the dataframes so they could be merged and produce insights during exploratory data analysis.If you'd like to view the entire .I had a couple unsuccessful attempts at applying unsupervised NLP with spaCy and pyLDAvis libraries inspired by this walkthrough  as well as creating a text summarizer with the Keras library inspired by this walkthrough. I decided to simplify the process and use the API to execute a text summarizer model as well as a price extractor model.  I also created a custom category classification model.I found this project engaging and challenging.  If I scrape items again I would also scrape the designated item type categories. This would make for a more interesting analysis of items by the designated types and I could use them as targets for my NLP classification model.  It appeared that some of the descriptions for the Facebook items weren’t scraped. I wasn’t able to determine why and I would pay more attention to that in the future. The free version of MonkeyLearn only allows 300 queries per month.  I would get my customized category classifier more accurate when my allowable query amount resets each month. I would also train it with many more items to see to see if that makes it more accurate.You can view the Tableau workbook here:  and my github repo here: .,NA,Local Used Items Analysis with Python and Tableau
https://nycdatascience.com/blog/student-works/web-scraping/scraping-used-items-on-craigslist-org-with-scrapy/,10,As the old adage goes ‘One man’s trash is another man’s treasure.’  This was my first introduction to Scrapy. My goal was to scrape used items from Craigslist.org and perform some basic EDA on the data. I expanded this project into more detail in my final project. You can check out if you’re interested .Using ScrapyUsing Pandas Matplotlib and SeabornUsing wordcloud,NA,Scraping Used Items on Craigslist.org with Scrapy
https://nycdatascience.com/blog/student-works/machine-learning/supervised-learning-with-kaggle-titanic-dataset/,10,Kaggle.com offers an introduction to supervised learning with the Titanic Dataset.  The purpose of the competition is to build an accurate classification model that predicts whether a passenger would survive the Titanic crash.  This is a helpful exercise to reinforce the fundamentals of Machine Learning. There are plenty of resources available to assist in filling in the page and deepen understanding of the fundamentals.  I had no experience in programming or advanced mathematics before starting the bootcamp so I wanted to stay focused on the basics. This competition was the most sensible for my needs.I created a Jupyter notebook that is split into two distinct parts.  The first is an overview of fundamental and important concepts of machine learning and the second is the application of those concepts on the Titanic dataset.  As I began the process I set out to answer the following questions: The data came from the Kaggle website. It was split into a training and testing csv files. The dataset was structured with the following features:I performed some exploratory data analysis to get a feel for which features appeared to have a significant effect on survival rate and the number of missing values in the dataset.I then filled in the missing values and engineered some new features to make the dataset more machinereadable.  This was in preparation for applying multiple algorithms within the SciKitLearn library.,NA,Supervised Learning With Kaggle Titanic Dataset
https://nycdatascience.com/blog/student-works/using-machine-learning-to-build-a-predictive-model-for-house-prices/,10,The data for this project was provided by  and was presplit into a training and testing set. Both data sets are near identical with 1460 observations in the training and 1459 observations in the test set and 79 varying housing features to predict the overall sale price. Our first thought in predicting the sale price was that the location would have a heavy impact. The sale price per neighborhood is plotted below. We found that the extremes on both ends were highly important variables.In moving forward with a linear model the first assumption to test is normality in the data. In plotting the distribution of the target variable sales price we discovered that it was positively skewed with a skewness of 1.88. After applying a log transformation to allow for higher predictive power the skewness dropped to 0.12 as shown in the picture below.Afterwards we investigated the skewness across all numeric features to identify which variables would also need transforming to allow for a better fitting linear model.  Any variable with a skewness above 0.75 was log transformed.The final aspect of our data cleanup and processing involved dealing with the missing values and the categorical features (e.g. which neighborhood the house belonged to or kitchen quality). The only numerical features that had significant amounts of missingness were the year that the garage was built and the lot frontage. Both were imputed with the median value for the respective variable. This was because the difference from a garage built in the year 1980 to the imputed year zero could cause significant issues with a linear model; the reasoning for lot frontage stemmed from the fact that if the house had a measurable square footage it did not make sense to impute the missing values with zero. All of the other missing values were imputed with zero as whatever was left we could gather was not a valid feature of the house such as missing values for the pool or fence quality/square footage. The remaining categorical features were ‘dummified’ or one hot encoded to obtain numerical values in order to (initially) give the model we were developing as much information as possible.Two families of predictive models were considered to solve the problem. The way we evaluated the models was by first splitting our training dataset into an 80/20% split where 80% of the data was used to train the model. After training the model the untouched 20% of the data was used to evaluate the predictions directly assessing the model’s performance. The RMSE was evaluated between the predictions and actual values of sale price from the 20%. The first family linear models achieved high performance with Lasso feature selection technique and minimal feature engineering that addressed the skewness of predictors and dependent variable. Other attempts to improve the performance using Ridge regression produced identical results however we observed a slightly higher RMSE for the Ridge regression model over the Lasso regression model. The treebased models such as Random Forest Extreme Gradient Boosting and XGboost produced inferior Rsquared and were discarded from further analysis. Treebased models would require subjective feature engineering and extensive hyperparametertuning to work well. With this dataset of the original 79 features 268 features were then generated after dummifying. This many features would make it extremely difficult to tune the number of features considered per split hyperparameter with treebased models. Also the number of training observations is relatively low (fewer than 1500) which further hinders treemodels’ performance. Finally the interpretabilityis lost for advanced treebased models which also makes the linear solution preferable. One of the main benefits gained by selecting a linear regression model is for its interpretability.  First let’s examine the home features that were most important to the model. Note that the larger the magnitude of the variable’s coefficient in the model the more influence it has on the sale price of the home.Not surprisingly total aboveground living area was the most influential valueadd variable in the data set.  Another feature which showed up numerous times (as both a valueadd and as a detractor to home value) is the neighborhood.  Tracking this back to the earlier boxplot (and recalling the mantra “location location location”) we see that our model again not surprisingly has indicated that location is a very important factor in determining sale price.  It is worth cautioning against directly extracting a dollar value for each of these potential changes in a home.Since many of these features are on a log scale (done earlier to reduce skew) and normalized (given mean zero and adjusted for the variance) the marginal value increases in a home’s price based on these coefficients requires a calculation but thankfully the model does exactly that.There are many next steps one could take to attempt to achieve better results.  A sensible starting point would be to go after improving the results on the subsection of homes the algorithm performed worst on.  Below we plot our models predicted price home vs actual price home (this is of course on the training set as we never knew the home prices for the test set).We can see that the model performed consistently worse for more expensive homes.  This implies that the effect of these variables on home price is not inherently linear and as such we need to augment the data (e.g. feature engineering) or model in order deal with these homes.  We could also augment the data set with a general “market” indicator (something like the S&P 500 Index as a rough proxy for the value of assets).,NA,Using Machine Learning to Build a Predictive Model for House Prices
https://nycdatascience.com/blog/student-works/maximizing-value-from-your-car-sale-in-india/,10,As a car fan I’ve been curious about the used car market in India. The economy and culture of this country have formed a special used car market with high volume and speed of trades. It would be interesting to get some insights of the used car market with web scraping.The website scraped is https://www.olx.in/cars/ . Olx Group is a commercial webbased service that supplies vehicle reports to individuals and businesses on used cars and light trucks for the Indian consumers. This project focuses on visualizing the used cars market in India. There data of more than 100000 used cars ads was scraped using scrapy. The scraped information contains body type color engine mileage model price drive type model year model name and make of each sample.For car fans car dealers used car holders and used car buyers this project provides answers to the following questions:1. What are the best brands to buy in terms of resale price mileage and km driven.2. How can a price of a car appreciate over the years.3. How can a special type of number plate add a significant value to a car.So this is how a used car ad on the website looks:I tried a few web scraping techniques and the best output came out with scrapy in R the data had more than 100000 used cars ads. Olx is a marketplace where buyers meet sellers and can upload their car data.So what are the features a car buyer looks for while purchasing a used car?For most used car buyers the mileage of a car and the year in respect to the price are few of the first basic features a buyer looks for therefore to have a successful sale the seller needs to provide the right data. I gathered these 3 main features and came out with a cluster analysis graph to visualize these features.After these aspects are fulfilled  a buyer sees what is the brand value of the used car?By just adding a special number plate to their car.These are two examples of cars from the year 19601990. The original price of these cars ranged from Rs.15005000 after 20 years the price of the car range from Rs.150000  250000. This shows an appreciation of  almost 10000% which is much expensive than some of the new cars available in the market.A common number plate in India consist of a 10 digit alphanumeric plate but these 5 alphanumeric plates make them extremely rare and precious. The common number plate in India as shown on the left is 'MH63CN3731' and the special number plate on the right is 'DEV2'.Both the cars are up for sale on olx and are from the same year and model but there is a difference of Rs.800000. The original on road price of the car is Rs. 1300000 and the used car with a special number plate on the right above is almost Rs. 700000/10000$ more from the price of a  new car. I think this example would explain how special number plates can add so much value to the car.,NA,Maximizing value from your car sale in India
https://nycdatascience.com/blog/student-works/us-health-exploring-risk-factors-policies-and-environment/,10,The motivation of this project is to explore and visualize the connection between specific health factors like obesity physical activity and nutrition alongside state level  health policies and  environments. According to the Center for Disease Control and Prevention (CDC) more than a third of US adults are obese being this condition one of the most important preventable factors in chronic diseases and healthcare costs. Healthcare spending is estimated between $147 and $210 billion per year and with projections to increase 5.5% per year – as per  the Center for Medicare and Medical Services (CMS) it will account for almost 20% of the total US GDP by 2026.In 2010 the US federal government announce the prevention and treatment of obesity as important part of its campaign to improve health of Americans. Since then several initiatives and programs have been implemented in order to revert the increasing trend in obesity that has doubled in the last 40 years. These initiatives and programs range from nutritional education food labeling through specific funding to improve the food system at local several policies and legislation at state and federal level. Nevertheless it is still questionable if any significant progress has being made.The Division of Nutrition Physical Activity and Obesity (DNPAO) under the Centers for Disease Control and Prevention (CDC) is one of the main federal entities at forefront of decreasing obesity among US population. The DNPAO has developed a comprehensive dataset of information from which the following datasets were used for this project:1)     Behavioral and Risk Factors Surveillance System: This database includes 9 variables with more than 50K records2)     Environmental and Policy Support: This database includes more than 30 variables in approximately 4K records.To simplify the visualization of different variables the project was divided in 3 sections:The first section includes high risk behavioral factors: obesity nophysical activity and potential not ideal nutrition (assessed by lack of vegetable portions in daily diet).The second section includes policies that have been implemented at state level. These policies have been recommended as positive influences in nutrition and health of communities. The Food Council policy aims to improve food systems by coordinating actions across different levels and stakeholders. The policy for Healthier Food Retailer seeks to make healthier foods more accessible among underserved populations. The Complete Street Policy works with local governments in designing streets/sidewalks that are friendlier and safer for pedestrians bicyclist motorist and transit riders of all ages and abilities.The third section compares relative accessibility to favorable environmental factors against obesity levels at state level. These environmental factors are: 1) the percentage of population living half mile of a park  2) the percentage of youth with parks or playground areas community centers and sidewalks or walking paths available in their neighborhood 3) the percentage of census tracts (neighborhoods) that have at least one healthier food retailer located within the tract or within half mile of tract boundaries,NA,"US Health: Exploring Risk Factors, Policies and Environment"
https://nycdatascience.com/blog/student-works/simple-interactive-visualization-of-16-17-nba-stats-with-shiny/,10,Before I set up my Shiny App I wanted to answer the following questions using dplyr:You can find the remainder of this answer in my GitHub repo.You can find the remainder of this answer in my GitHub repo.You can find the remainder of this answer in my GitHub repo.,NA,Simple Interactive Visualization of '16-17 NBA Stats With Shiny
https://nycdatascience.com/blog/student-works/machine-learning/an-interpretable-prediction-model-for-house-prices/,10,Whether it’s a newlywed couple looking to start a family or an investor looking to diversify their portfolio as a landlord purchasing a home is a major life event.  Often buyers need to balance items on their house ‘wishlist’ with a set budget. Similarly housing developers want to know which features will make a property stand out enticing buyers to choose their offeringst over their competitors’.  Our team explored these topics and more using the Ames Iowa housing dataset from . Though this Kaggle dataset project is a competition for best housing price predictive score our team wanted to focus on learning the application of fundamental statistical machine learning models.  With that emphasis the team was comfortable with using models whose mechanisms were easier to interpret such as a linear regression over more complex models. such as boosting.We applied basic city demographic analysis and employed some creativity of our own to create a dataset used to feed into our machine learning models. They are described below along with the results and findings of the linear regression model. That is followed by a projection to explore potential improvements using more complex models.The Kaggleprovided dataset is constructed from 79 features of which 51 are categorical and 28 are continuous. Reviewing each feature we identified problems such as sparse data (high percentage of zeros or missing values) numerous subcategories and unbalanced categories (in terms of number of values in subcategories). A few examples of our solutions to these problems are described below and in the appendix. One critical problem we encountered several times was sparse data. For example the dataset documented square footage of three different types of porches. This is problematic as over 90%  of houses do not have any form of porch. We collapsed the information from three continuous features into one binary feature indicating whether or not the house has an enclosed porch. This not only reduced dimensionality but also preserved information about a relatively uncommon feature Unbalanced categorical features is a common issue within this dataset. We found that features with multiple subcategories often included subcategories with less than 5% of all  observations. Our general approach is to use 5% as threshold to group these subcategories. The nature of these subcategories were evaluated individually and combined in a logical manner. For example the Building Type originally split townhomes into inside and end units. These were combined as a new ‘Townhouse’ subcategory. Similarly a two family conversion home was considered to be equivalent to a duplex and both types were classified as ‘Duplex’. Before multiple subcategories within the feature were less than 5%. After feature engineering all subcategories were greater than 5%. We also engineered a new feature based on univariate analysis. How many houses were sold in a given month? Combining two existing features (month sold and year sold) and treating this as a datetime object a clear seasonal pattern of number of houses sold is observed.   Every summer specifically May/June/July the number of houses sold reach peak. This agrees with our understanding of summer being the peak season for the real estate market. Consequently year sold and month sold were collapsed into one binary feature peak and offpeak season.Neighborhood was a challenging feature to engineer as it contains 25 classes. We developed a unique grouping according to their geographical location. Cquaw Creek naturally bisects Ames with Iowa state University located in the southwest corner and residential high density buildings south east of the river. Commercial areas and floating village (zoned undeveloped) are  west of Interstate 69.This suggests that a commercial high density area to the west of Grand Avenue as compared to more residential high density to the east of Grand Avenue. We used natural divisions and the zoning feature map to reduce 25 classes (neighborhoods) into three (regions) seen below.Now that we have features that are in tiptop shape we can proceed to modeling. A multiple linear regression (MLR) is a good starting model because it is easily interpretable when compared to more complex models.  However there are some important assumptions that must be verified to determine if MLR is an appropriate choice. This includes checking for constant variance and normally distributed residuals. We verify and discuss these findings . We  tested the adequacy of r an MLR model by checking some model assumptions. The initial residual plot revealed problems for our MLR approach including heteroscedasticity  and outliers. In the left plot the red line fit appears to follow the zero horizontal line very closely.  This means that the linearity assumption may be satisfied. However there appear to be some outlying points towards the upper right hand corner.  This may indicate nonconstant variance which can potentially be addressed by logtransforming the response. The residuals versus fitted values plot with logtransformed response is presented to the right of the first plot.  Note that the point cloud is now randomly scattered around the horizontal zero line. We can now claim that the constant variance assumption is satisfied.  Note that in both plots there are two outlying observations on the bottom right. Ultimately these two observations were removed from our model. We performed 5fold crossvalidation on the MLR model (Model I) to estimate the train and test mean squared errors (MSEs).  The results are presented in the table below. For Model I the train and test MSEs are almost the same. This means that the model may not suffer from high variance.  However as the train MSE is not zero the model may be biased. Ideally the best model would predict house prices very well and the train MSE will be zero or very close to zero.  Note that the house prices were logtransformed so that the MSEs appear to be very small. The table also presents the results from Model II to be described below.We considered two approaches to further improve our model: subset selection (by univariate selection) and regularization.  In subset selection we can build a model by adding features and selecting the best model.  Or we can start with Model I and exclude a subset of features until we arrive at a best model.  However with 69 dummified features subset selection will be computationally expensive because we would have to consider 2^69 models!  A compromise procedure is to select the features in a univariate fashion. This can be accomplished by the KBest procedure in python using an Ftest.    Below is a plot of the mean squared errors (MSEs) as a function of the number of features that have been selected by the KBest procedure.  The MSE’s were calculated from 5fold crossvalidation with the features selected from the training set.We can obtain some interesting insights from this plot:We therefore consider as our Model II the K28 best features model.  Note that the MSEs do not reach zero at 69 features (these are also the MSE’s for Model I). Both train and test MSEs were higher for Model II than Model I so we opted to prefer Model 1 on the basis of predictive accuracy.Regularization (also known as shrinkage) shrinks a model’s coefficient estimates.  This will cause the training error to increase and the test error to decrease allowing a more generalizable model.  In other words regularization reduces a model’s variance. The two most popular regularization approaches are ridge and lasso.  Both perform shrinkage of the model coefficient estimates but lasso may shrink the coefficients to zero and in effect also perform feature selection to produce a model with less features.  There is also another approach called elastic net which combines the effects of ridge and lasso. As we noted earlier Model I does not appear to suffer from high variance.  We implemented both lasso and ridge regularization and confirmed that this is indeed the case as subsequent  resulting train and test MSE’s were similar. Lasso regularization zeroed the coefficients of 14 features. However we discovered two seemingly undesirable effects with regularization and lasso:So will it be Model I or lasso?  If a model with fewer features is desired then lasso would be the model to choose.  Given comparable test MSE’s the predictive abilities of MLR and lasso models are comparable.  Therefore we would choose Model I: MLR because with comparable predictive abilities it has the very important advantage of having a nice model interpretation.  There are two immediate strategies to further reduce the bias problem in our model. The first strategy is to reevaluate our preprocessing and feature engineering steps. Predictive power may have been compromised with binning of some continuous features such as Total Basement square feet. However we anticipate that these adjustments would only reduce bias in small increments as most of the features in the model may have relatively small contributors to the predicted price of a home. Another strategy to reduce bias is to fit a more complex nonlinear model. Ensemble methods such as random forests and boosting may potentially increase accuracy but at the cost of model interpretability. Figure Source: http://blog.fastforwardlabs.com/Linear Regression provides model interpretability and can perform relatively well for accuracy metrics. Nonlinear models can be more accurate but at the cost of interpretability.Total living area and quality of exterior building materials were the top 2 features that determine house price from our model as determined by the KBest approach procedure as described above. These are features which intuitively make sense and it would be interesting to evaluate whether these features are generalizable over time and housing markets  which we could test with additional data from Ames or elsewhere. Our engineered features enable nice interpretation. One interesting feature we explored was whether homes sold during peak selling season of May June and July. According to our model selling a home during this time commanded an extra 1.46% in sale price. This raises an interesting question: does this feature provide some actionable information for realtor companies? Would it pay to try to optimize price by timing the sale? It is possible that  costs like advertisement space also rise during peak selling season Additional costbenefit analysis is warrantedto generate actionable nextsteps but our interpretable model could interact with internal realtor data to develop new business strategies.Nearly onethird of Ames IA is employed in the education sector. Is there a premium of buying property near Iowa State University  whether it serves as an investment rental property as a landlord or as housing for professors? Alternatively are housing prices suppressed because of rowdy college parties? Apparently not. Generalizing South Ames as neighborhoods south of Chawq creek our model suggests that these homes sold for 2.04% higher sale price. This suggests that there is small premium on sale price for campusadjacent housing.We spent a large portion of our work on feature engineering and fitting different models according to basic principles and standard approaches.  We finally arrived at a simple model that we consider to be reasonable and useful. This model has good interpretability but we learned that its predictive ability can be improved perhaps only slightly.  We could avoid collapsing subcategories as much as we did For example instead of collapsing five categories into only two we can try collapsing into three or four. We can also be less aggressive in converting continuous and ordinal features into categorical and further investigate the effect of high leverage data points. Finally we could investigate a better fitting treebased model like xgboost.  However we note that fitting more complex nonlinear models may improve predictive ability at the expense of model interpretability.,NA,An Interpretable Prediction Model for House Prices
https://nycdatascience.com/blog/student-works/nba-unicorns-shiny/,10,The modern NBA landscape is rapidly changing. Steph Curry has redefined the lead guard prototype with jawdropping shooting range coupled with unprecedented scoring efficiency for a guard. The likes of Marc Gasol Al Horford and Kristaps Porzingis are paving the way for a younger generation of modern big men as defensive rim protectors who can space the floor on offense as threepoint threats. Then there are the newwave facilitators  LeBron James Draymond Green Ben Simmons  enormous athletes who can guard any position on defense and push the ball down court in transition.For fans analysts and NBA front offices alike these are the prototypical players that make our mouths water. So what do they have in common? For one they are elite statistical outliers and this serves as the primary motivation for my exploratory analysis tool: The tool uses box score data from the 20172018 NBA season (source: Kaggle) and focuses on the following categories: Points rebounds assists turnovers steals blocks 3pointers made FG% and FT%. I also used Dean Oliver’s formula for estimating a players total possessions (outlined ).To assess all players on an equal scale I normalized the box score data for each player. For ease of interpretability I chose to use “per 36 minute” normalization which take a player’s perminute production and extrapolates it to 36 minutes of playing time. In this way the values displayed in the scatterplot represent each player’s production per 36 minutes of playing time.To ensure that the per36 minute calculations did not generate any outliers due to small statistical samples I removed all players with fewer than nine games in the season as well as players who averaged three minutes or less per game. intended to be used for exploratory analysis and player discovery. To most effectively understand and interpret the charts you can follow these steps:The correlation matrix uses the  as a reference to guide your use of the dynamic scatter plot. Each dot represents the leaguewide correlation between two statistical categories.The color scale indicates the direction of the correlation. That is blue dots represent negatively correlated statistics and red dots positively correlated statistics. The size of the dot indicates the magnitude of the correlation  that is how strong the relationship is between the two statistics across the entire league. Large dots represent high correlation between two statistics while small dots indicate that the two statistics do not have a linear relationship.We can get a flavor of these relationships as we move to the scatterplot. (.) For the purpose of identifying truly unique players let’s look at a pairing of negatively correlated statistics with high magnitude (i.e. a blue large dot): 3pointers made (“3PM”) vs. Field goal percentage (“FG%”). It makes sense intuitively why these are negatively correlated  a player making a lot of threes is also attempting a lot of longdistance lowpercentage shots. Given the value of floorspacing in today’s NBA a highvolume 3point shooter who is also an efficient scorer possesses unique abilities. So let’s select FG% for our xaxis and 3PM for our yaxis (using the dropdowns in the menu bar) and see what we find...The two dotted lines within the scatterplot represent the 50th percentile for each statistic. In the case of FG% vs. 3PM we turn to the upper right quadrant which represents the players who are above average in both FG% and 3pointers made. To focus our analysis we can zoom in on this quadrant for a close look. To zoom simply select and drag across the plotted space you want to zoom in to in this case the upper right quadrant. You can also filter by position by simply selecting specific positions in the legend.Scroll over a point to see who the player is as well as their per36 statistics. At the top of our plot no surprises here: Steph Curry. While his 4.7 threes per 36 minutes leads the league what truly separates him is his 50% efficiency from the field. But we already know that Steph is an exceptional anomaly so who what else can we find?While several superstars can also be found at the top of our plot  Kevin Durant Kyrie Irving and Klay Thompson stand out  we have quite a few role players up there as well: Kyle Korver J.J. Redick Kelly Olynyk and Joe Ingles. These are quality reserves who may not wow us with their overall statistical profiles but play a crucial highvalue role on teams by spacing the floor without sacrificing scoring efficiency.I recommend starting your exploration on the bluedots of the correlation matrix  blocks vs. threes rebounds vs. threes assists vs. blocks for example. These are where you can identify players with the most unique skill pairings across the league. (Note: When plotting turnovers be sure to focus  the median line as it is better to have low turnovers than high.)For fantasy basketball enthusiasts this is a great tool to identify players with specific statistical strengths to construct a wellbalanced team or complement your roster core.I really enjoyed building this tool and exploring its visualization of the NBA landscape. From an interpretability standpoint however it is not ideal that we can only focus on one player at time. To improve on this I plan include an additional table that provides a deeper look at players that fall above the median line for both X and Y statistics. In this way we can further analyze these players across a larger range of performance variables.,NA,Searching For Unicorns (And Other NBA Myths)
